ID,ProjectName,Country,CertLevel,CertDate,GrossFloorAreaSqm,water_use_intensity,Water_Saving_%,Water_Baseline_L,Water_Saving_L,Water_Saving_m3
1000182813,"Dubai Int City Inn Hub  Bld 7A,B,C,D,E,F",AE,Platinum,2024-02-02,34828.22,580.0,40,20200367.6,8080147.040000001,8080.147040000001
1000182824,Dubai Media City - Building 07-08,AE,Platinum,2024-01-23,24193.15,580.0,40,14032027.0,5612810.800000001,5612.810800000001
1000182826,Dubai Media City - Building - 09-10,AE,Gold,2024-01-17,23613.62,580.0,30,13695899.6,4108769.88,4108.76988
1000182844,One East Wacker,US,Gold,2025-02-19,60524.17,580.0,30,35104018.6,10531205.58,10531.20558
1000182857,Sede Sicredi - Ed Adolfo Rudolfo Freitag,BR,Gold,2024-10-11,3631.0,580.0,30,2105980.0,631794.0,631.794
1000182999,HYUNDAI-Bona Villa Program,CN,Gold,2024-06-14,2266.0,500.0,30,1133000.0,339900.0,339.9
1000183023,CONF,US,Silver,2024-03-12,9814.55,500.0,20,4907275.0,981455.0,981.455
1000183322,1001 Robert-Bourassa,CA,Gold,2024-04-30,96194.46,580.0,30,55792786.800000004,16737836.040000001,16737.836040000002
1000183801,GEMINI TOWERS,IT,Gold,2024-04-20,30724.0,580.0,30,17819920.0,5345976.0,5345.976
1000183808,Escritorio Area Brasil,BR,Gold,2025-06-27,5530.37,580.0,30,3207614.6,962284.38,962.28438
1000183912,61 Queen and 56 Sparks,CA,Silver,2024-08-13,123638.0,580.0,20,71710040.0,14342008.0,14342.008
1000183913,Bren Hall,US,Platinum,2024-07-31,7708.35,2800.0,40,21583380.0,8633352.0,8633.352
1000183988,CONF,US,Certified,2024-06-14,3042.57,500.0,10,1521285.0,152128.5,152.1285
1000184004,Sandhill Plaza,CN,Platinum,2024-03-21,51501.0,580.0,40,29870580.0,11948232.0,11948.232
1000184154,CONF,US,Silver,2024-06-24,7719.87,500.0,20,3859935.0,771987.0,771.987
1000184166,Mariano Escobedo 595 Torre B,MX,Gold,2025-07-01,14360.0,580.0,30,8328800.0,2498640.0,2498.64
1000184185,CONF,CA,Silver,2024-12-24,17222.0,500.0,20,8611000.0,1722200.0,1722.2
1000184203,HACI OMER SABANCI HOLDING,TR,Gold,2025-01-17,31141.83,580.0,30,18062261.400000002,5418678.420000001,5418.678420000001
1000184226,"Indian Designs Exports Pvt Ltd, Hosur",IN,Platinum,2024-05-15,15988.2,2800.0,40,44766960.0,17906784.0,17906.784
1000184247,437 Madison Ave,US,Certified,2024-04-11,77509.25,580.0,10,44955365.0,4495536.5,4495.5365
1000184249,767 Third Avenue,US,Certified,2024-04-11,26188.61,580.0,10,15189393.8,1518939.3800000001,1518.93938
1000184251,77 Water Street,US,Silver,2024-03-07,50809.3,580.0,20,29469394.0,5893878.800000001,5893.8788
1000184253,747 Third Avenue,US,Gold,2024-04-23,38773.62,580.0,30,22488699.6,6746609.88,6746.60988
1000184255,777 Third Ave,US,Gold,2024-02-28,52598.52,580.0,30,30507141.599999998,9152142.479999999,9152.142479999999
1000184257,2 Gansevoort St,US,Silver,2024-05-09,16876.57,580.0,20,9788410.6,1957682.12,1957.6821200000002
1000184275,Pacific Tower,KR,Gold,2024-01-30,44350.0,580.0,30,25723000.0,7716900.0,7716.9
1000184297,110 East 59th Street,US,Gold,2024-04-01,45942.48,580.0,30,26646638.400000002,7993991.5200000005,7993.9915200000005
1000184318,Estidama Mosque,AE,Platinum,2024-10-24,482.0,500.0,40,241000.0,96400.0,96.4
1000184351,Fulvio Testi 250,IT,Gold,2024-08-21,13426.0,580.0,30,7787080.0,2336124.0,2336.124
1000184430,"TCI Express Limited, Pune",IN,Gold,2024-02-16,12325.53,150.0,30,1848829.5,554648.85,554.6488499999999
1000184434,DragonCor Foshan Lubao Logistics Park W1,CN,Gold,2024-03-01,19770.0,150.0,30,2965500.0,889650.0,889.65
1000184436,DragonCor Foshan Lubao Logistics Park W2,CN,Gold,2024-03-01,19770.0,150.0,30,2965500.0,889650.0,889.65
1000184438,DragonCor Foshan Lubao Logistics Park W3,CN,Gold,2024-03-01,19770.0,150.0,30,2965500.0,889650.0,889.65
1000184440,DragonCor Foshan Lubao Logistics Park W4,CN,Gold,2024-03-23,40136.0,150.0,30,6020400.0,1806120.0,1806.12
1000184442,DragonCor Foshan Lubao Logistics Park W5,CN,Gold,2024-03-23,40287.0,150.0,30,6043050.0,1812915.0,1812.915
1000184465,Zero Latency,ES,Certified,2024-05-29,287.0,500.0,10,143500.0,14350.0,14.35
1000184482,AIRBUS CHINA OFFICE BUILDING,CN,Gold,2024-03-15,18558.0,580.0,30,10763640.0,3229092.0,3229.092
1000184500,FERRER INTERQUIM,ES,Gold,2024-01-26,4188.0,580.0,30,2429040.0,728712.0,728.712
1000184578,MERLIN PROPERTIES CRISTALIA 1,ES,Gold,2025-04-01,13084.0,580.0,30,7588720.0,2276616.0,2276.616
1000184579,Recertification - Encinar,ES,Gold,2024-09-30,3785.0,580.0,30,2195300.0,658590.0,658.59
1000184716,Beijing Oriental Plaza,CN,Platinum,2024-04-11,403045.0,580.0,40,233766100.0,93506440.0,93506.44
1000184797,CONF,IN,Platinum,2024-06-24,2999.0,500.0,40,1499500.0,599800.0,599.8
1000184810,333 Ellington,US,Gold,2024-10-14,23325.53,580.0,30,13528807.399999999,4058642.2199999993,4058.6422199999993
1000184927,Via del Lauro 7,IT,Gold,2025-03-10,7951.5,580.0,30,4611870.0,1383561.0,1383.561
1000184964,SOTATECH,MX,Gold,2024-05-16,639.54,150.0,30,95931.0,28779.3,28.7793
1000184985,CNOOC Plaza,CN,Platinum,2024-01-25,113500.0,580.0,40,65830000.0,26332000.0,26332.0
1000185075,Bundang First Tower,KR,Gold,2024-03-26,40295.0,580.0,30,23371100.0,7011330.0,7011.33
1000185152,CONF,IN,Platinum,2024-10-23,16443.83,500.0,40,8221915.000000001,3288766.0000000005,3288.7660000000005
1000185177,Elixrr Industries Pvt. Ltd.,IN,Certified,2024-09-21,13470.94,2800.0,10,37718632.0,3771863.2,3771.8632000000002
1000185359,MERCK NANTONG ADMIN BUILDING,CN,Gold,2024-01-25,2477.0,580.0,30,1436660.0,430998.0,430.998
1000185366,CONF,IN,Platinum,2024-10-22,38120.05,500.0,40,19060025.0,7624010.0,7624.01
1000185368,CONF,IN,Platinum,2024-01-22,5628.16,500.0,40,2814080.0,1125632.0,1125.632
1000185375,DCEC Testing Center Building,CN,Gold,2024-01-26,13700.0,580.0,30,7946000.0,2383800.0,2383.8
1000185377,CONF,ES,Gold,2024-07-22,20907.0,500.0,30,10453500.0,3136050.0,3136.05
1000185379,PRESTIGE CYBER TOWER,IN,Platinum,2024-04-10,38656.94,580.0,40,22421025.200000003,8968410.080000002,8968.410080000001
1000185382,LAGAR H,BR,Gold,2024-10-04,982.0,2800.0,30,2749600.0,824880.0,824.88
1000185400,Condominio Torre Almirante,BR,Gold,2025-03-31,50949.05,580.0,30,29550449.0,8865134.7,8865.134699999999
1000185402,DMart Bhayli Vadodara,IN,Gold,2024-02-21,5717.06,220.0,30,1257753.2000000002,377325.96,377.32596
1000185422,Dmart Belapur,IN,Gold,2024-03-12,8859.0,2200.0,30,19489800.0,5846940.0,5846.94
1000185439,Dmart Badlapur 2,IN,Gold,2024-03-05,5673.0,2200.0,30,12480600.0,3744180.0,3744.18
1000185458,Galeria Laguna,BR,Platinum,2024-06-10,937.0,500.0,40,468500.0,187400.0,187.4
1000185476,Recertification - Diagonal 199,ES,Gold,2024-09-24,6102.0,580.0,30,3539160.0,1061748.0,1061.748
1000185480,Dmart Tirupur,IN,Gold,2024-03-04,5368.0,2200.0,30,11809600.0,3542880.0,3542.88
1000185482,Dmart Hosur,IN,Gold,2024-02-22,8251.0,2200.0,30,18152200.0,5445660.0,5445.66
1000185484,Dmart Sulur,IN,Gold,2024-02-13,5022.0,2200.0,30,11048400.0,3314520.0,3314.52
1000185486,Dmart Avaniyapuram Madhurai,IN,Gold,2024-03-12,7014.0,2200.0,30,15430800.0,4629240.0,4629.24
1000185488,Dmart Trichy Airport Road,IN,Gold,2024-02-21,2172.0,2200.0,30,4778400.0,1433520.0,1433.52
1000185490,Dmart Kiwale,IN,Gold,2024-02-28,4973.0,2200.0,30,10940600.0,3282180.0,3282.18
1000185494,Dmart Kanadia,IN,Gold,2024-02-21,6872.0,2200.0,30,15118400.0,4535520.0,4535.52
1000185497,Dmart Rajnandgaon,IN,Gold,2024-02-21,3366.0,2200.0,30,7405200.0,2221560.0,2221.56
1000185499,Dmart Charoda bhilai,IN,Gold,2024-02-21,6417.0,2200.0,30,14117400.0,4235220.0,4235.22
1000185501,Dmart Yavatmal,IN,Gold,2024-02-21,3540.0,2200.0,30,7788000.0,2336400.0,2336.4
1000185507,MRK Healthcare Existing Factory Building,IN,Gold,2025-03-22,4645.0,2800.0,30,13006000.0,3901800.0,3901.8
1000185537,MEHMETCIK VAKFI ETIMESGUT,TR,Gold,2024-02-27,268.0,500.0,30,134000.0,40200.0,40.2
1000185539,GUZEL ENERJI MACUNKOY,TR,Gold,2024-02-27,114.0,500.0,30,57000.0,17100.0,17.1
1000185542,GUZEL ENERJI MURATPASA,TR,Gold,2024-04-17,170.3,500.0,30,85150.0,25545.0,25.545
1000185544,GUZEL ENERJI ALTUNIZADE,TR,Gold,2024-02-27,104.0,500.0,30,52000.0,15600.0,15.6
1000185546,GUZEL ENERJI BAKIRKOY,TR,Platinum,2024-04-01,219.0,500.0,40,109500.0,43800.0,43.8
1000185548,GUZEL ENERJI ATAKENT,TR,Gold,2024-02-27,862.0,500.0,30,431000.0,129300.0,129.3
1000185550,GUZEL ENERJI BOSTANCI,TR,Gold,2024-08-14,100.0,500.0,30,50000.0,15000.0,15.0
1000185552,GUZEL ENERJI TUYAP,TR,Gold,2024-02-22,100.0,500.0,30,50000.0,15000.0,15.0
1000185555,MEHMETCIK VAKFI YENISEHIR,TR,Gold,2024-04-02,600.0,500.0,30,300000.0,90000.0,90.0
1000185557,GUZEL ENERJI ORTAKENT,TR,Gold,2024-02-22,153.0,500.0,30,76500.0,22950.0,22.95
1000185559,GUZEL ENERJI ORDU,TR,Gold,2024-04-03,148.0,500.0,30,74000.0,22200.0,22.2
1000185579,DMart Doddaballapur,IN,Gold,2024-01-06,6568.06,220.0,30,1444973.2000000002,433491.96,433.49196
1000185581,DMart Palanpur,IN,Gold,2024-01-06,5235.08,220.0,30,1151717.6,345515.28,345.51528
1000185587,DMart Attavar Mangalore,IN,Gold,2024-01-06,7937.07,220.0,30,1746155.4,523846.61999999994,523.8466199999999
1000185596,DMart Nava Naroda,IN,Gold,2024-01-06,13290.15,220.0,30,2923833.0,877149.9,877.1499
1000185620,DMart Bharuch,IN,Gold,2024-01-06,6460.75,220.0,30,1421365.0,426409.5,426.4095
1000185624,DMart Surendra Nagar Gujarat,IN,Gold,2024-02-08,4261.74,220.0,30,937582.7999999999,281274.83999999997,281.27484
1000185628,BODIO H,IT,Gold,2024-06-14,2059.92,580.0,30,1194753.6,358426.08,358.42608
1000185634,Universal American School-Cafeteria Bldg,AE,Certified,2024-09-30,3185.92,220.0,10,700902.4,70090.24,70.09024000000001
1000185681,Kerry Centre,HK,Platinum,2024-03-11,47482.0,580.0,40,27539560.0,11015824.0,11015.824
1000185900,9720 Wilshire Blvd,US,Gold,2024-12-20,5236.76,580.0,30,3037320.8000000003,911196.2400000001,911.1962400000001
1000185976,Palazzo Biandra',IT,Gold,2024-10-07,13314.0,580.0,30,7722120.0,2316636.0,2316.636
1000185977,1133 15th Street Recertification,US,Gold,2024-01-17,21514.57,580.0,30,12478450.6,3743535.1799999997,3743.53518
1000186024,Jindal Stainless Limited,IN,Gold,2024-09-11,6038.7,580.0,30,3502446.0,1050733.8,1050.7338
1000186043,WERT Sede,BR,Platinum,2024-09-23,547.0,580.0,40,317260.0,126904.0,126.904
1000186055,CONF,IN,Gold,2024-03-19,4111.0,500.0,30,2055500.0,616650.0,616.65
1000186057,CONF,IN,Gold,2024-03-19,6880.0,500.0,30,3440000.0,1032000.0,1032.0
1000186060,CONF,IN,Gold,2024-03-19,6658.0,500.0,30,3329000.0,998700.0,998.7
1000186064,CONF,IN,Gold,2024-03-19,3886.0,500.0,30,1943000.0,582900.0,582.9
1000186069,CONF,IN,Gold,2024-03-19,6656.0,500.0,30,3328000.0,998400.0,998.4
1000186071,CONF,IN,Gold,2024-03-19,6530.0,500.0,30,3265000.0,979500.0,979.5
1000186093,CONF,US,Gold,2024-09-20,11382.29,500.0,30,5691145.0,1707343.5,1707.3435
1000186117,CONF,IT,Gold,2024-05-08,13744.0,500.0,30,6872000.0,2061600.0,2061.6
1000186119,Indo Count Industries Ltd.,IN,Silver,2024-03-22,13405.35,2800.0,20,37534980.0,7506996.0,7506.996
1000186149,Pacific Center,CN,Platinum,2024-03-18,40000.0,580.0,40,23200000.0,9280000.0,9280.0
1000186159,CONF,IN,Gold,2024-02-27,7054.03,500.0,30,3527015.0,1058104.5,1058.1045
1000186161,CONF,IN,Gold,2024-02-27,4874.53,500.0,30,2437265.0,731179.5,731.1795
1000186170,DMart Sirhind Road Patiala,IN,Gold,2024-03-19,7925.09,2200.0,30,17435198.0,5230559.399999999,5230.559399999999
1000186176,CONF,IN,Gold,2024-03-19,3643.01,500.0,30,1821505.0,546451.5,546.4515
1000186180,CONF,IN,Gold,2024-03-19,5996.61,500.0,30,2998305.0,899491.5,899.4915
1000186183,ESQUEL GREENTECH & SMART INDUSTRIAL PARK,CN,Platinum,2024-09-05,17256.0,2800.0,40,48316800.0,19326720.0,19326.72
1000186204,West Bradenton Branch,US,Gold,2024-03-21,524.16,580.0,30,304012.8,91203.84,91.20384
1000186297,BOEHRINGER INGELHEIM SPAIN ECO RECERTIF.,ES,Platinum,2024-07-19,8606.0,580.0,40,4991480.0,1996592.0,1996.592
1000186316,Diagonal 579,ES,Gold,2025-04-22,8585.0,580.0,30,4979300.0,1493790.0,1493.79
1000186322,Trane Monterrey - Planta HVAC,MX,Silver,2024-12-11,11563.54,2800.0,20,32377912.000000004,6475582.400000001,6475.582400000001
1000186335,RBC Gateway,US,Gold,2024-06-04,88350.75,580.0,30,51243435.0,15373030.5,15373.0305
1000186344,Hilltop Xiuzhou Logistic Center W1,CN,Gold,2024-05-03,11030.0,150.0,30,1654500.0,496350.0,496.35
1000186360,1333 North Kingsbury,US,Gold,2024-03-05,9394.91,580.0,30,5449047.8,1634714.3399999999,1634.7143399999998
1000186397,Ionis - 2850 Gazelle,US,Gold,2024-03-04,7176.66,580.0,30,4162462.8,1248738.8399999999,1248.7388399999998
1000186401,6828 Nancy Ridge,US,Gold,2025-03-10,3914.75,2800.0,30,10961300.0,3288390.0,3288.39
1000186403,6118 Nancy Ridge,US,Gold,2024-11-19,2879.99,2800.0,30,8063971.999999999,2419191.5999999996,2419.1915999999997
1000186406,6122-6126 Nancy Ridge,US,Gold,2024-10-29,6317.4,2800.0,30,17688720.0,5306616.0,5306.616
1000186473,Indian Designs Exports Pvt Ltd - Unit 9,IN,Platinum,2024-07-18,17593.0,2800.0,40,49260400.0,19704160.0,19704.16
1000186477,CNL Center I,US,Gold,2024-03-29,33726.58,580.0,30,19561416.400000002,5868424.920000001,5868.424920000001
1000186483,CNL Center II,US,Gold,2024-03-29,25967.87,580.0,30,15061364.6,4518409.38,4518.40938
1000186508,Seoul Finance Center,KR,Platinum,2024-04-04,108201.99,580.0,40,62757154.2,25102861.680000003,25102.86168
1000186510,MERCEDES-BENZ RESEARCH AND DEVELOPMENT,IN,Platinum,2024-03-27,50395.0,580.0,40,29229100.0,11691640.0,11691.64
1000186513,Dongguan Ever Gain Logistics WA,CN,Gold,2024-03-18,3984.0,150.0,30,597600.0,179280.0,179.28
1000186517,Dongguan Ever Gain Logistics WB,CN,Gold,2024-03-18,4002.0,150.0,30,600300.0,180090.0,180.09
1000186519,Dongguan Ever Gain Logistics WC,CN,Platinum,2024-03-18,4704.0,150.0,40,705600.0,282240.0,282.24
1000186524,Dongguan Ever Gain Logistics WD,CN,Gold,2024-03-18,5992.0,150.0,30,898800.0,269640.0,269.64
1000186527,DWTC One Central Offices,AE,Gold,2024-12-18,159314.25,580.0,30,92402265.0,27720679.5,27720.6795
1000186536,CONF,ES,Gold,2025-02-19,4338.0,500.0,30,2169000.0,650700.0,650.7
1000186561,Merriweather Row  10480,US,Silver,2025-06-12,13809.38,580.0,20,8009440.399999999,1601888.08,1601.8880800000002
1000186603,Krypton India Solutions Private Limited,IN,Silver,2024-04-30,5464.74,580.0,20,3169549.1999999997,633909.84,633.9098399999999
1000186704,Laboratorios Pfizer DUMAS,BR,Gold,2024-10-01,10059.17,580.0,30,5834318.6,1750295.5799999998,1750.2955799999997
1000186845,"Infinitus Plaza, Hong Kong",HK,Gold,2025-07-16,36850.8,580.0,30,21373464.0,6412039.2,6412.0392
1000186852,Far Eastern Corporate Building,CN,Platinum,2024-04-17,28710.0,580.0,40,16651800.0,6660720.0,6660.72
1000186926,Hong Leong Plaza & M Social Hotel,CN,Gold,2024-03-25,72214.0,500.0,30,36107000.0,10832100.0,10832.1
1000186928,HLCC Mall,CN,Platinum,2024-03-21,59572.0,2200.0,40,131058400.0,52423360.0,52423.36
1000186986,Shui On Plaza,CN,Platinum,2024-03-21,77068.0,580.0,40,44699440.0,17879776.0,17879.776
1000187091,Shreeji Exim Works LLP,IN,Platinum,2024-03-22,1920.03,2800.0,40,5376084.0,2150433.6,2150.4336000000003
1000187136,VX Chengdu Longquan Logistics Park W1,CN,Gold,2024-02-29,38879.0,150.0,30,5831850.0,1749555.0,1749.555
1000187138,VX Chengdu Longquan Logistics Park W2,CN,Gold,2024-02-28,28592.0,150.0,30,4288800.0,1286640.0,1286.64
1000187140,VX Chengdu Longquan Logistics Park W3,CN,Gold,2024-03-04,24138.0,150.0,30,3620700.0,1086210.0,1086.21
1000187144,LLUIS MUNTADAS 5,ES,Gold,2024-07-01,13553.0,580.0,30,7860740.0,2358222.0,2358.222
1000187214,CESC Ltd. - Dum Dum Substation,IN,Platinum,2024-03-10,1011.99,500.0,40,505995.0,202398.0,202.398
1000187216,CESC Ltd. - East Calcutta Substation,IN,Platinum,2024-03-10,1935.17,500.0,40,967585.0,387034.0,387.034
1000187218,CESC Ltd. - Jadavpore Substation,IN,Platinum,2024-03-10,1554.92,500.0,40,777460.0,310984.0,310.984
1000187220,CESC Ltd. - Majerhat Substation,IN,Platinum,2024-03-10,2187.03,500.0,40,1093515.0,437406.0,437.406
1000187222,CESC Ltd. - Mulajore Substation,IN,Platinum,2024-03-10,2926.17,500.0,40,1463085.0,585234.0,585.234
1000187224,CESC Ltd. - New Cossipore Substation,IN,Platinum,2024-03-10,4280.41,500.0,40,2140205.0,856082.0,856.082
1000187231,CESC Ltd. - West Bank Receiving Station,IN,Platinum,2024-03-28,1870.14,500.0,40,935070.0,374028.0,374.028
1000187233,CHINA MERCHANTS Garden City,CN,Gold,2024-04-15,153151.0,220.0,30,33693220.0,10107966.0,10107.966
1000187240,Edificio Athenas,BR,Gold,2024-08-12,7783.0,580.0,30,4514140.0,1354242.0,1354.242
1000187379,Meininger Roma,IT,Gold,2025-02-27,6428.0,2200.0,30,14141600.0,4242480.0,4242.48
1000187381,"Al Sila Tower, ADGM Square",AE,Platinum,2024-06-12,60135.0,580.0,40,34878300.0,13951320.0,13951.32
1000187389,Confeccoes Vanelise,BR,Platinum,2024-05-02,10212.0,2800.0,40,28593600.0,11437440.0,11437.44
1000187450,Hoerbiger New Plant Project,CN,Gold,2024-01-18,14414.0,2800.0,30,40359200.0,12107760.0,12107.76
1000187456,Hitachi Elevator new test tower H1,CN,Platinum,2024-02-20,15450.0,2800.0,40,43260000.0,17304000.0,17304.0
1000187483,Quest Mall,IN,Platinum,2024-05-02,38090.23,2200.0,40,83798506.0,33519402.400000002,33519.4024
1000187486,Radisson Blu Hotel,IN,Platinum,2024-06-21,25914.3,2200.0,40,57011460.0,22804584.0,22804.584
1000187546,Edificio Madison,BR,Gold,2024-11-01,10101.0,580.0,30,5858580.0,1757574.0,1757.574
1000187552,Edificio Bela Paulista,BR,Gold,2024-07-26,7255.0,580.0,30,4207900.0,1262370.0,1262.37
1000187554,Edificio Lagoa Corporate,BR,Silver,2024-10-01,10967.0,580.0,20,6360860.0,1272172.0,1272.172
1000187556,Edificio Botafogo Trade Center,BR,Gold,2024-11-19,9354.0,580.0,30,5425320.0,1627596.0,1627.596
1000187570,INTERNATIONAL OCEAN SFC,CN,Platinum,2024-05-05,56472.37,580.0,40,32753974.6,13101589.840000002,13101.589840000002
1000187572,Hilltop Xiuzhou Logistic Center W2,CN,Gold,2024-05-03,12488.0,150.0,30,1873200.0,561960.0,561.96
1000187585,Buenos Aires Corporate,BR,Gold,2024-07-01,8056.0,580.0,30,4672480.0,1401744.0,1401.744
1000187587,DGARDEN 662 RECERTIFICATION,ES,Platinum,2024-08-21,34242.0,580.0,40,19860360.0,7944144.0,7944.144
1000187589,101 Station Landing,US,Silver,2024-10-28,15211.47,580.0,20,8822652.6,1764530.52,1764.53052
1000187604,Edificio Joaquim Floriano,BR,Gold,2024-09-03,4936.0,580.0,30,2862880.0,858864.0,858.864
1000187633,DP World Head Office FZE,AE,Platinum,2024-10-01,17555.6,580.0,40,10182248.0,4072899.2,4072.8992000000003
1000187664,Rui Ming Plaza,CN,Platinum,2024-04-25,35647.0,580.0,40,20675260.0,8270104.0,8270.104
1000187674,Reforma 222,MX,Gold,2024-05-22,60587.99,580.0,30,35141034.199999996,10542310.259999998,10542.310259999998
1000187688,Shanghai Beiye Logistics Warehouse,CN,Gold,2024-02-18,34522.0,150.0,30,5178300.0,1553490.0,1553.49
1000187690,CONF,IN,Gold,2024-07-19,17074.08,500.0,30,8537040.0,2561112.0,2561.112
1000187692,CONF,IN,Platinum,2024-07-19,13584.0,500.0,40,6792000.0,2716800.0,2716.8
1000187704,DHL - Jandira,BR,Gold,2024-10-16,40006.8,150.0,30,6001020.0,1800306.0,1800.306
1000187708,Hospital Moriah,BR,Gold,2024-12-09,11104.0,2800.0,30,31091200.0,9327360.0,9327.36
1000187726,CESC Ltd. - Belur Receiving Station,IN,Platinum,2024-04-22,1552.5,500.0,40,776250.0,310500.0,310.5
1000187771,3150 Fairview Park Drive,US,Silver,2024-04-30,23921.5,580.0,20,13874470.0,2774894.0,2774.894
1000187845,PRESTIGE OBELISK,IN,Gold,2024-06-06,11785.86,580.0,30,6835798.800000001,2050739.6400000001,2050.7396400000002
1000188028,Comfort Inn & Suites,US,Gold,2025-01-17,3993.25,2200.0,30,8785150.0,2635545.0,2635.545
1000188030,"South West Regional Office, CESC Ltd.",IN,Platinum,2024-03-12,3335.22,580.0,40,1934427.5999999999,773771.04,773.7710400000001
1000188050,Pacific Place Mall,HK,Platinum,2024-05-26,109113.0,220.0,40,24004860.0,9601944.0,9601.944
1000188053,Watson Centre,HK,Gold,2024-05-02,62000.0,150.0,30,9300000.0,2790000.0,2790.0
1000188059,P&G Beijing office expansion,CN,Silver,2024-10-07,2887.0,580.0,20,1674460.0,334892.0,334.892
1000188099,SUZHOU PORT BUILDING,CN,Platinum,2024-09-26,75933.0,580.0,40,44041140.0,17616456.0,17616.456
1000188123,Seoul Square Recertification,KR,Platinum,2024-12-06,110555.96,580.0,40,64122456.800000004,25648982.720000003,25648.982720000004
1000188130,Air China Century Building,CN,Platinum,2024-03-22,89854.0,580.0,40,52115320.0,20846128.0,20846.128
1000188161,Hongwell International Plaza Shanghai,CN,Platinum,2024-07-07,71700.0,580.0,40,41586000.0,16634400.0,16634.4
1000188196,Queimados Condominio,BR,Silver,2024-12-20,1157.26,220.0,20,254597.2,50919.44,50.91944
1000188267,Cajamar III Condominio - Office Building,BR,Gold,2024-12-20,274.0,580.0,30,158920.0,47676.0,47.676
1000188271,Dutra SP Condominio - Office Building,BR,Silver,2025-04-01,211.73,220.0,20,46580.6,9316.12,9.316120000000002
1000188308,CONF,KR,Gold,2024-07-12,114264.0,500.0,30,57132000.0,17139600.0,17139.6
1000188381,Pangyo Techno Valley GB I,KR,Gold,2024-11-26,26500.86,580.0,30,15370498.8,4611149.64,4611.14964
1000188385,Pangyo Techno Valley GB II,KR,Gold,2024-11-26,12142.0,580.0,30,7042360.0,2112708.0,2112.708
1000188387,CENTRE POINT GWANGHWAMUN,KR,Gold,2024-11-18,29474.0,580.0,30,17094920.0,5128476.0,5128.476
1000188406,WestChase I,US,Silver,2024-07-19,9374.56,580.0,20,5437244.8,1087448.96,1087.44896
1000188408,WestChase II,US,Certified,2024-09-16,10734.76,580.0,10,6226160.8,622616.08,622.61608
1000188424,Dhariwal Infrastructure Limited,IN,Platinum,2024-03-13,2101.0,580.0,40,1218580.0,487432.0,487.432
1000188592,"Pinkcity Jewelhouse Pvt Ltd, Unit-I",IN,Gold,2024-03-05,2272.87,2800.0,30,6364036.0,1909210.7999999998,1909.2107999999998
1000188614,Cypress Point,IN,Platinum,2024-05-06,19645.27,580.0,40,11394256.6,4557702.64,4557.7026399999995
1000188623,Embassy Golf Links - Pebble Beach,IN,Platinum,2024-05-06,19366.65,580.0,40,11232657.0,4493062.8,4493.0628
1000188759,5200 Waterford,US,Gold,2024-07-17,24125.05,580.0,30,13992529.0,4197758.7,4197.7587
1000188761,5201 Waterford,US,Gold,2024-07-17,20428.91,580.0,30,11848767.8,3554630.3400000003,3554.63034
1000188763,5301 Waterford,US,Gold,2024-07-25,20278.22,580.0,30,11761367.600000001,3528410.2800000003,3528.41028
1000188860,Shanghai Hongqiao Joy Apartment Project,CN,Gold,2024-04-11,50970.0,500.0,30,25485000.0,7645500.0,7645.5
1000188873,IT10 Chiesi Farmaceutici SPA S. Leonardo,IT,Certified,2024-12-16,39984.0,2800.0,10,111955200.0,11195520.0,11195.52
1000188874,RELIFE TURIN-NOVARA 59,IT,Gold,2024-12-12,9095.0,2200.0,30,20009000.0,6002700.0,6002.7
1000188878,RELIFE TURIN-TOLLEGNO 22,IT,Gold,2024-12-12,4660.0,2200.0,30,10252000.0,3075600.0,3075.6
1000189060,Soho House Istanbul,TR,Platinum,2024-07-08,13870.0,2200.0,40,30514000.0,12205600.0,12205.6
1000189158,Vimodrone Uffici - Edificio A,IT,Gold,2024-02-22,10996.0,580.0,30,6377680.0,1913304.0,1913.304
1000189160,Vimodrone Uffici - Edificio B,IT,Gold,2024-02-22,1580.0,580.0,30,916400.0,274920.0,274.92
1000189302,2121 K LLC,US,Gold,2024-07-31,20242.63,580.0,30,11740725.4,3522217.62,3522.21762
1000189329,WWT OFFICE,CN,Platinum,2024-03-28,107627.0,580.0,40,62423660.0,24969464.0,24969.464
1000189336,Project Valley 1,CN,Gold,2024-06-24,3943.15,2800.0,30,11040820.0,3312246.0,3312.246
1000189338,Project Valley 17,CN,Gold,2024-06-24,716.74,2800.0,30,2006872.0,602061.6,602.0616
1000189340,Project Valley 2,CN,Gold,2024-06-24,3943.15,2800.0,30,11040820.0,3312246.0,3312.246
1000189342,Project Valley 3,CN,Gold,2024-07-12,3943.15,2800.0,30,11040820.0,3312246.0,3312.246
1000189344,Project Valley 16,CN,Gold,2024-06-24,33508.22,2800.0,30,93823016.0,28146904.8,28146.9048
1000189346,Project Valley 4,CN,Gold,2024-07-02,5854.6,2800.0,30,16392880.000000002,4917864.0,4917.864
1000189354,Project Valley 5,CN,Gold,2024-06-24,19766.0,2800.0,30,55344800.0,16603440.0,16603.44
1000189356,Project Valley 15,CN,Gold,2024-06-24,9243.0,580.0,30,5360940.0,1608282.0,1608.282
1000189358,Project Valley 14,CN,Gold,2024-06-24,4115.0,580.0,30,2386700.0,716010.0,716.01
1000189361,Project Valley 6,CN,Gold,2024-06-24,3523.59,2800.0,30,9866052.0,2959815.6,2959.8156
